id,name,node_id,ctr_id,freq_id,scenario,weight,problem_type,dstart,dend,tstep
1,init22_1_N1,1,1,0,3,17.33,UC,2022-09-12 00:00:00,2022-09-18 23:00:00,60
2,init22_1_N2,1,1,0,3,17.33,UC,2022-08-29 00:00:00,2022-09-04 23:00:00,60
3,init22_1_N3,1,1,0,3,17.33,UC,2022-05-02 00:00:00,2022-05-08 23:00:00,60
4,init22_1_N4,1,1,0,3,0.0001,UC,2022-01-31 00:00:00,2022-02-06 23:00:00,60
5,slow27_2_N1,2,1,0,1,49.86,UC,2027-05-02 00:00:00,2027-05-08 23:00:00,60
6,slow27_2_M1,2,1,0,1,1.02,UC,2027-07-18 00:00:00,2027-07-24 23:00:00,60
7,slow27_2_M2,2,1,0,1,1.02,UC,2027-10-17 00:00:00,2027-10-23 23:00:00,60
8,slow27_2_HI,2,1,0,1,0.1,UC,2027-01-10 00:00:00,2027-01-16 23:00:00,60
9,prog27_3_N1,3,1,0,2,25,UC,2027-07-04 00:00:00,2027-07-10 23:00:00,60
10,prog27_3_N2,3,1,0,2,25,UC,2027-02-21 00:00:00,2027-02-27 23:00:00,60
11,prog27_3_M1,3,1,0,2,1,UC,2027-06-06 00:00:00,2027-06-12 23:00:00,60
12,prog27_3_M2,3,1,0,2,1,UC,2027-08-08 00:00:00,2027-08-14 23:00:00,60
13,step27_4_N1,4,1,0,3,49.86,UC,2027-09-12 00:00:00,2027-09-18 23:00:00,60
14,step27_4_M1,4,1,0,3,1.02,UC,2027-05-16 00:00:00,2027-05-22 23:00:00,60
15,step27_4_M2,4,1,0,3,1.02,UC,2027-03-14 00:00:00,2027-03-20 23:00:00,60
16,step27_4_HI,4,1,0,3,0.1,UC,2027-11-28 00:00:00,2027-12-04 23:00:00,60
17,hygn27_5_N1,5,1,0,4,25,UC,2027-09-19 00:00:00,2027-09-25 23:00:00,60
18,hygn27_5_N2,5,1,0,4,25,UC,2027-02-28 00:00:00,2027-03-06 23:00:00,60
19,hygn27_5_M1,5,1,0,4,1,UC,2027-03-14 00:00:00,2027-03-20 23:00:00,60
20,hygn27_5_M2,5,1,0,4,1,UC,2027-07-04 00:00:00,2027-07-10 23:00:00,60
21,slow32_6_N1,6,1,0,1,25,UC,2032-03-27 00:00:00,2032-04-02 23:00:00,60
22,slow32_6_N2,6,1,0,1,25,UC,2032-01-17 00:00:00,2032-01-23 23:00:00,60
23,slow32_6_M1,6,1,0,1,1,UC,2032-07-24 00:00:00,2032-07-30 23:00:00,60
24,slow32_6_M2,6,1,0,1,1,UC,2032-11-27 00:00:00,2032-12-03 23:00:00,60
25,prog32_7_N1,7,1,0,2,50,UC,2032-06-19 00:00:00,2032-06-25 23:00:00,60
26,prog32_7_M1,7,1,0,2,1,UC,2032-10-09 00:00:00,2032-10-15 23:00:00,60
27,prog32_7_M2,7,1,0,2,1,UC,2032-08-07 00:00:00,2032-08-13 23:00:00,60
28,step32_8_N1,8,1,0,3,50,UC,2032-12-04 00:00:00,2032-12-10 23:00:00,60
29,step32_8_M1,8,1,0,3,1,UC,2032-03-27 00:00:00,2032-04-02 23:00:00,60
30,step32_8_M2,8,1,0,3,1,UC,2032-05-15 00:00:00,2032-05-21 23:00:00,60
31,prog32_9_N1,9,1,0,2,49.86,UC,2032-08-07 00:00:00,2032-08-13 23:00:00,60
32,prog32_9_M1,9,1,0,2,1.02,UC,2032-10-09 00:00:00,2032-10-15 23:00:00,60
33,prog32_9_M2,9,1,0,2,1.02,UC,2032-06-19 00:00:00,2032-06-25 23:00:00,60
34,prog32_9_HI,9,1,0,2,0.1,UC,2032-02-21 00:00:00,2032-02-27 23:00:00,60
35,step32_10_N1,10,1,0,3,49.86,UC,2032-10-09 00:00:00,2032-10-15 23:00:00,60
36,step32_10_M1,10,1,0,3,1.02,UC,2032-03-27 00:00:00,2032-04-02 23:00:00,60
37,step32_10_M2,10,1,0,3,1.02,UC,2032-05-15 00:00:00,2032-05-21 23:00:00,60
38,step32_10_HI,10,1,0,3,0.1,UC,2032-12-04 00:00:00,2032-12-10 23:00:00,60
39,hygn32_11_N1,11,1,0,4,49.86,UC,2032-11-27 00:00:00,2032-12-03 23:00:00,60
40,hygn32_11_M1,11,1,0,4,1.02,UC,2032-09-18 00:00:00,2032-09-24 23:00:00,60
41,hygn32_11_M2,11,1,0,4,1.02,UC,2032-05-22 00:00:00,2032-05-28 23:00:00,60
42,hygn32_11_HI,11,1,0,4,0.1,UC,2032-02-14 00:00:00,2032-02-20 23:00:00,60
43,step32_12_N1,12,1,0,3,25,UC,2032-08-28 00:00:00,2032-09-03 23:00:00,60
44,step32_12_N2,12,1,0,3,25,UC,2032-12-04 00:00:00,2032-12-10 23:00:00,60
45,step32_12_M1,12,1,0,3,1,UC,2032-03-27 00:00:00,2032-04-02 23:00:00,60
46,step32_12_M2,12,1,0,3,1,UC,2032-05-15 00:00:00,2032-05-21 23:00:00,60
47,hygn32_13_N1,13,1,0,4,25,UC,2032-02-14 00:00:00,2032-02-20 23:00:00,60
48,hygn32_13_N2,13,1,0,4,25,UC,2032-11-27 00:00:00,2032-12-03 23:00:00,60
49,hygn32_13_M1,13,1,0,4,1,UC,2032-09-18 00:00:00,2032-09-24 23:00:00,60
50,hygn32_13_M2,13,1,0,4,1,UC,2032-05-22 00:00:00,2032-05-28 23:00:00,60
51,hygn32_14_N1,14,1,0,4,49.86,UC,2032-11-27 00:00:00,2032-12-03 23:00:00,60
52,hygn32_14_M1,14,1,0,4,1.02,UC,2032-09-18 00:00:00,2032-09-24 23:00:00,60
53,hygn32_14_M2,14,1,0,4,1.02,UC,2032-05-22 00:00:00,2032-05-28 23:00:00,60
54,hygn32_14_HI,14,1,0,4,0.1,UC,2032-02-14 00:00:00,2032-02-20 23:00:00,60
55,slow37_15_N1,15,1,0,1,49.86,UC,2037-09-26 00:00:00,2037-10-02 23:00:00,60
56,slow37_15_M1,15,1,0,1,1.02,UC,2037-10-24 00:00:00,2037-10-30 23:00:00,60
57,slow37_15_M2,15,1,0,1,1.02,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
58,slow37_15_HI,15,1,0,1,0.1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
59,prog37_16_N1,16,1,0,2,50,UC,2037-09-26 00:00:00,2037-10-02 23:00:00,60
60,prog37_16_M1,16,1,0,2,1,UC,2037-04-11 00:00:00,2037-04-17 23:00:00,60
61,prog37_16_M2,16,1,0,2,1,UC,2037-08-22 00:00:00,2037-08-28 23:00:00,60
62,step37_17_N1,17,1,0,3,50,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
63,step37_17_M1,17,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
64,step37_17_M2,17,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
65,prog37_18_N1,18,1,0,2,49.86,UC,2037-06-13 00:00:00,2037-06-19 23:00:00,60
66,prog37_18_M1,18,1,0,2,1.02,UC,2037-04-11 00:00:00,2037-04-17 23:00:00,60
67,prog37_18_M2,18,1,0,2,1.02,UC,2037-08-22 00:00:00,2037-08-28 23:00:00,60
68,prog37_18_HI,18,1,0,2,0.1,UC,2037-01-31 00:00:00,2037-02-06 23:00:00,60
69,step37_19_N1,19,1,0,3,50,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
70,step37_19_M1,19,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
71,step37_19_M2,19,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
72,hygn37_20_N1,20,1,0,4,49.86,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
73,hygn37_20_M1,20,1,0,4,1.02,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
74,hygn37_20_M2,20,1,0,4,1.02,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
75,hygn37_20_HI,20,1,0,4,0.1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
76,step37_21_N1,21,1,0,3,49.86,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
77,step37_21_M1,21,1,0,3,1.02,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
78,step37_21_M2,21,1,0,3,1.02,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
79,step37_21_HI,21,1,0,3,0.1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
80,hygn37_22_N1,22,1,0,4,25,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
81,hygn37_22_N2,22,1,0,4,25,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
82,hygn37_22_M1,22,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
83,hygn37_22_M2,22,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
84,prog37_23_N1,23,1,0,2,25,UC,2037-01-31 00:00:00,2037-02-06 23:00:00,60
85,prog37_23_N2,23,1,0,2,25,UC,2037-09-26 00:00:00,2037-10-02 23:00:00,60
86,prog37_23_M1,23,1,0,2,1,UC,2037-04-11 00:00:00,2037-04-17 23:00:00,60
87,prog37_23_M2,23,1,0,2,1,UC,2037-08-22 00:00:00,2037-08-28 23:00:00,60
88,step37_24_N1,24,1,0,3,50,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
89,step37_24_M1,24,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
90,step37_24_M2,24,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
91,hygn37_25_N1,25,1,0,4,25,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
92,hygn37_25_N2,25,1,0,4,25,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
93,hygn37_25_M1,25,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
94,hygn37_25_M2,25,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
95,step37_26_N1,26,1,0,3,50,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
96,step37_26_M1,26,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
97,step37_26_M2,26,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
98,hygn37_27_N1,27,1,0,4,25,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
99,hygn37_27_N2,27,1,0,4,25,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
100,hygn37_27_M1,27,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
101,hygn37_27_M2,27,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
102,hygn37_28_N1,28,1,0,4,25,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
103,hygn37_28_N2,28,1,0,4,25,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
104,hygn37_28_M1,28,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
105,hygn37_28_M2,28,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
106,step37_29_N1,29,1,0,3,50,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
107,step37_29_M1,29,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
108,step37_29_M2,29,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
109,hygn37_30_N1,30,1,0,4,49.86,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
110,hygn37_30_M1,30,1,0,4,1.02,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
111,hygn37_30_M2,30,1,0,4,1.02,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
112,hygn37_30_HI,30,1,0,4,0.1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
113,hygn37_31_N1,31,1,0,4,49.86,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
114,hygn37_31_M1,31,1,0,4,1.02,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
115,hygn37_31_M2,31,1,0,4,1.02,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
116,hygn37_31_HI,31,1,0,4,0.1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
117,hygn37_32_N1,32,1,0,4,25,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
118,hygn37_32_N2,32,1,0,4,25,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
119,hygn37_32_M1,32,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
120,hygn37_32_M2,32,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
